,Title,Organization,Skills,Ratings,Review counts,Metadata
1784,,," Interviewing Skills, Applicant Tracking Systems, Resilience, Workforce Development, Professional Development, Prompt Engineering, Planning, Problem Solving, Branding, Generative AI, Business Writing, Communication",,,Beginner Â· Course Â· 1 - 4 Weeks
1785,,," Interviewing Skills, Applicant Tracking Systems, Resilience, Workforce Development, Professional Development, Prompt Engineering, Planning, Problem Solving, Branding, Generative AI, Business Writing, Communication",,,Beginner Â· Course Â· 1 - 4 Weeks
1786,,," Interviewing Skills, Applicant Tracking Systems, Resilience, Workforce Development, Professional Development, Prompt Engineering, Planning, Problem Solving, Branding, Generative AI, Business Writing, Communication",,,Beginner Â· Course Â· 1 - 4 Weeks
1787,,," Interviewing Skills, Applicant Tracking Systems, Resilience, Workforce Development, Professional Development, Prompt Engineering, Planning, Problem Solving, Branding, Generative AI, Business Writing, Communication",,,Beginner Â· Course Â· 1 - 4 Weeks
1788,,," Compliance Management, Compliance Training, Law, Regulation, and Compliance, Regulatory Compliance, General Data Protection Regulation (GDPR), Medical Privacy, Legal Risk, Personally Identifiable Information, Governance Risk Management and Compliance, Information Privacy, Regulation and Legal Compliance, Regulatory Requirements, Data Security, Health Information Management, Culture Transformation, Operational Risk, Disciplinary Procedures, Internal Communications, Risk Management, Business Strategy",,,Intermediate Â· Specialization Â· 3 - 6 Months
1789,,," Compliance Management, Compliance Training, Law, Regulation, and Compliance, Regulatory Compliance, General Data Protection Regulation (GDPR), Medical Privacy, Legal Risk, Personally Identifiable Information, Governance Risk Management and Compliance, Information Privacy, Regulation and Legal Compliance, Regulatory Requirements, Data Security, Health Information Management, Culture Transformation, Operational Risk, Disciplinary Procedures, Internal Communications, Risk Management, Business Strategy",,,Intermediate Â· Specialization Â· 3 - 6 Months
1790,,," Compliance Management, Compliance Training, Law, Regulation, and Compliance, Regulatory Compliance, General Data Protection Regulation (GDPR), Medical Privacy, Legal Risk, Personally Identifiable Information, Governance Risk Management and Compliance, Information Privacy, Regulation and Legal Compliance, Regulatory Requirements, Data Security, Health Information Management, Culture Transformation, Operational Risk, Disciplinary Procedures, Internal Communications, Risk Management, Business Strategy",,,Intermediate Â· Specialization Â· 3 - 6 Months
1791,,," Compliance Management, Compliance Training, Law, Regulation, and Compliance, Regulatory Compliance, General Data Protection Regulation (GDPR), Medical Privacy, Legal Risk, Personally Identifiable Information, Governance Risk Management and Compliance, Information Privacy, Regulation and Legal Compliance, Regulatory Requirements, Data Security, Health Information Management, Culture Transformation, Operational Risk, Disciplinary Procedures, Internal Communications, Risk Management, Business Strategy",,,Intermediate Â· Specialization Â· 3 - 6 Months
1792,,," Compliance Management, Compliance Training, Law, Regulation, and Compliance, Regulatory Compliance, General Data Protection Regulation (GDPR), Medical Privacy, Legal Risk, Personally Identifiable Information, Governance Risk Management and Compliance, Information Privacy, Regulation and Legal Compliance, Regulatory Requirements, Data Security, Health Information Management, Culture Transformation, Operational Risk, Disciplinary Procedures, Internal Communications, Risk Management, Business Strategy",,,Intermediate Â· Specialization Â· 3 - 6 Months
1793,,," Compliance Management, Compliance Training, Law, Regulation, and Compliance, Regulatory Compliance, General Data Protection Regulation (GDPR), Medical Privacy, Legal Risk, Personally Identifiable Information, Governance Risk Management and Compliance, Information Privacy, Regulation and Legal Compliance, Regulatory Requirements, Data Security, Health Information Management, Culture Transformation, Operational Risk, Disciplinary Procedures, Internal Communications, Risk Management, Business Strategy",,,Intermediate Â· Specialization Â· 3 - 6 Months
1794,,," Compliance Management, Compliance Training, Law, Regulation, and Compliance, Regulatory Compliance, General Data Protection Regulation (GDPR), Medical Privacy, Legal Risk, Personally Identifiable Information, Governance Risk Management and Compliance, Information Privacy, Regulation and Legal Compliance, Regulatory Requirements, Data Security, Health Information Management, Culture Transformation, Operational Risk, Disciplinary Procedures, Internal Communications, Risk Management, Business Strategy",,,Intermediate Â· Specialization Â· 3 - 6 Months
1795,,," Compliance Management, Compliance Training, Law, Regulation, and Compliance, Regulatory Compliance, General Data Protection Regulation (GDPR), Medical Privacy, Legal Risk, Personally Identifiable Information, Governance Risk Management and Compliance, Information Privacy, Regulation and Legal Compliance, Regulatory Requirements, Data Security, Health Information Management, Culture Transformation, Operational Risk, Disciplinary Procedures, Internal Communications, Risk Management, Business Strategy",,,Intermediate Â· Specialization Â· 3 - 6 Months
1796,,," Compliance Management, Compliance Training, Law, Regulation, and Compliance, Regulatory Compliance, General Data Protection Regulation (GDPR), Medical Privacy, Legal Risk, Personally Identifiable Information, Governance Risk Management and Compliance, Information Privacy, Regulation and Legal Compliance, Regulatory Requirements, Data Security, Health Information Management, Culture Transformation, Operational Risk, Disciplinary Procedures, Internal Communications, Risk Management, Business Strategy",,,Intermediate Â· Specialization Â· 3 - 6 Months
1797,,," Compliance Management, Compliance Training, Law, Regulation, and Compliance, Regulatory Compliance, General Data Protection Regulation (GDPR), Medical Privacy, Legal Risk, Personally Identifiable Information, Governance Risk Management and Compliance, Information Privacy, Regulation and Legal Compliance, Regulatory Requirements, Data Security, Health Information Management, Culture Transformation, Operational Risk, Disciplinary Procedures, Internal Communications, Risk Management, Business Strategy",,,Intermediate Â· Specialization Â· 3 - 6 Months
1798,,," Compliance Management, Compliance Training, Law, Regulation, and Compliance, Regulatory Compliance, General Data Protection Regulation (GDPR), Medical Privacy, Legal Risk, Personally Identifiable Information, Governance Risk Management and Compliance, Information Privacy, Regulation and Legal Compliance, Regulatory Requirements, Data Security, Health Information Management, Culture Transformation, Operational Risk, Disciplinary Procedures, Internal Communications, Risk Management, Business Strategy",,,Intermediate Â· Specialization Â· 3 - 6 Months
1799,,," Compliance Management, Compliance Training, Law, Regulation, and Compliance, Regulatory Compliance, General Data Protection Regulation (GDPR), Medical Privacy, Legal Risk, Personally Identifiable Information, Governance Risk Management and Compliance, Information Privacy, Regulation and Legal Compliance, Regulatory Requirements, Data Security, Health Information Management, Culture Transformation, Operational Risk, Disciplinary Procedures, Internal Communications, Risk Management, Business Strategy",,,Intermediate Â· Specialization Â· 3 - 6 Months
1800,,," Wireless Networks, Network Infrastructure, Key Management, Infrastructure Security, Interoperability, Telecommunications, Digital Communications, System Requirements, Data Validation",,,Mixed Â· Course Â· 1 - 3 Months
1801,,," Wireless Networks, Network Infrastructure, Key Management, Infrastructure Security, Interoperability, Telecommunications, Digital Communications, System Requirements, Data Validation",,,Mixed Â· Course Â· 1 - 3 Months
1802,,," Wireless Networks, Network Infrastructure, Key Management, Infrastructure Security, Interoperability, Telecommunications, Digital Communications, System Requirements, Data Validation",,,Mixed Â· Course Â· 1 - 3 Months
1803,,," Wireless Networks, Network Infrastructure, Key Management, Infrastructure Security, Interoperability, Telecommunications, Digital Communications, System Requirements, Data Validation",,,Mixed Â· Course Â· 1 - 3 Months
1804,,," Wireless Networks, Network Infrastructure, Key Management, Infrastructure Security, Interoperability, Telecommunications, Digital Communications, System Requirements, Data Validation",,,Mixed Â· Course Â· 1 - 3 Months
1805,,," Wireless Networks, Network Infrastructure, Key Management, Infrastructure Security, Interoperability, Telecommunications, Digital Communications, System Requirements, Data Validation",,,Mixed Â· Course Â· 1 - 3 Months
1806,,," Wireless Networks, Network Infrastructure, Key Management, Infrastructure Security, Interoperability, Telecommunications, Digital Communications, System Requirements, Data Validation",,,Mixed Â· Course Â· 1 - 3 Months
1807,,," Wireless Networks, Network Infrastructure, Key Management, Infrastructure Security, Interoperability, Telecommunications, Digital Communications, System Requirements, Data Validation",,,Mixed Â· Course Â· 1 - 3 Months
1808,,," Wireless Networks, Network Infrastructure, Key Management, Infrastructure Security, Interoperability, Telecommunications, Digital Communications, System Requirements, Data Validation",,,Mixed Â· Course Â· 1 - 3 Months
1809,,," Wireless Networks, Network Infrastructure, Key Management, Infrastructure Security, Interoperability, Telecommunications, Digital Communications, System Requirements, Data Validation",,,Mixed Â· Course Â· 1 - 3 Months
1810,,," Wireless Networks, Network Infrastructure, Key Management, Infrastructure Security, Interoperability, Telecommunications, Digital Communications, System Requirements, Data Validation",,,Mixed Â· Course Â· 1 - 3 Months
1811,,," Wireless Networks, Network Infrastructure, Key Management, Infrastructure Security, Interoperability, Telecommunications, Digital Communications, System Requirements, Data Validation",,,Mixed Â· Course Â· 1 - 3 Months
1812,,," Prompt Engineering, Generative AI, Large Language Modeling, Databases, Database Systems, NoSQL, Flask (Web Framework), Application Development, Data Storage Technologies, JSON, Application Frameworks, Artificial Intelligence, Natural Language Processing, Real Time Data, Query Languages, AI Personalization, Data Store, Database Management Systems, Information Architecture, Software Development",,,Intermediate Â· Specialization Â· 1 - 3 Months
1813,,," Prompt Engineering, Generative AI, Large Language Modeling, Databases, Database Systems, NoSQL, Flask (Web Framework), Application Development, Data Storage Technologies, JSON, Application Frameworks, Artificial Intelligence, Natural Language Processing, Real Time Data, Query Languages, AI Personalization, Data Store, Database Management Systems, Information Architecture, Software Development",,,Intermediate Â· Specialization Â· 1 - 3 Months
1814,,," Prompt Engineering, Generative AI, Large Language Modeling, Databases, Database Systems, NoSQL, Flask (Web Framework), Application Development, Data Storage Technologies, JSON, Application Frameworks, Artificial Intelligence, Natural Language Processing, Real Time Data, Query Languages, AI Personalization, Data Store, Database Management Systems, Information Architecture, Software Development",,,Intermediate Â· Specialization Â· 1 - 3 Months
1815,,," Prompt Engineering, Generative AI, Large Language Modeling, Databases, Database Systems, NoSQL, Flask (Web Framework), Application Development, Data Storage Technologies, JSON, Application Frameworks, Artificial Intelligence, Natural Language Processing, Real Time Data, Query Languages, AI Personalization, Data Store, Database Management Systems, Information Architecture, Software Development",,,Intermediate Â· Specialization Â· 1 - 3 Months
1816,,," Prompt Engineering, Generative AI, Large Language Modeling, Databases, Database Systems, NoSQL, Flask (Web Framework), Application Development, Data Storage Technologies, JSON, Application Frameworks, Artificial Intelligence, Natural Language Processing, Real Time Data, Query Languages, AI Personalization, Data Store, Database Management Systems, Information Architecture, Software Development",,,Intermediate Â· Specialization Â· 1 - 3 Months
1817,,," Prompt Engineering, Generative AI, Large Language Modeling, Databases, Database Systems, NoSQL, Flask (Web Framework), Application Development, Data Storage Technologies, JSON, Application Frameworks, Artificial Intelligence, Natural Language Processing, Real Time Data, Query Languages, AI Personalization, Data Store, Database Management Systems, Information Architecture, Software Development",,,Intermediate Â· Specialization Â· 1 - 3 Months
1818,,," Prompt Engineering, Generative AI, Large Language Modeling, Databases, Database Systems, NoSQL, Flask (Web Framework), Application Development, Data Storage Technologies, JSON, Application Frameworks, Artificial Intelligence, Natural Language Processing, Real Time Data, Query Languages, AI Personalization, Data Store, Database Management Systems, Information Architecture, Software Development",,,Intermediate Â· Specialization Â· 1 - 3 Months
1819,,," Prompt Engineering, Generative AI, Large Language Modeling, Databases, Database Systems, NoSQL, Flask (Web Framework), Application Development, Data Storage Technologies, JSON, Application Frameworks, Artificial Intelligence, Natural Language Processing, Real Time Data, Query Languages, AI Personalization, Data Store, Database Management Systems, Information Architecture, Software Development",,,Intermediate Â· Specialization Â· 1 - 3 Months
1820,,," Prompt Engineering, Generative AI, Large Language Modeling, Databases, Database Systems, NoSQL, Flask (Web Framework), Application Development, Data Storage Technologies, JSON, Application Frameworks, Artificial Intelligence, Natural Language Processing, Real Time Data, Query Languages, AI Personalization, Data Store, Database Management Systems, Information Architecture, Software Development",,,Intermediate Â· Specialization Â· 1 - 3 Months
1821,,," Prompt Engineering, Generative AI, Large Language Modeling, Databases, Database Systems, NoSQL, Flask (Web Framework), Application Development, Data Storage Technologies, JSON, Application Frameworks, Artificial Intelligence, Natural Language Processing, Real Time Data, Query Languages, AI Personalization, Data Store, Database Management Systems, Information Architecture, Software Development",,,Intermediate Â· Specialization Â· 1 - 3 Months
1822,,," Prompt Engineering, Generative AI, Large Language Modeling, Databases, Database Systems, NoSQL, Flask (Web Framework), Application Development, Data Storage Technologies, JSON, Application Frameworks, Artificial Intelligence, Natural Language Processing, Real Time Data, Query Languages, AI Personalization, Data Store, Database Management Systems, Information Architecture, Software Development",,,Intermediate Â· Specialization Â· 1 - 3 Months
1823,,," Prompt Engineering, Generative AI, Large Language Modeling, Databases, Database Systems, NoSQL, Flask (Web Framework), Application Development, Data Storage Technologies, JSON, Application Frameworks, Artificial Intelligence, Natural Language Processing, Real Time Data, Query Languages, AI Personalization, Data Store, Database Management Systems, Information Architecture, Software Development",,,Intermediate Â· Specialization Â· 1 - 3 Months
1824,,," Adobe Illustrator, Adobe Photoshop, Digital Design, Generative AI, Visual Design, Graphic Design, File Management, Presentations, User Interface and User Experience (UI/UX) Design, Design Software, Communication, Image Analysis, Version Control, Prompt Engineering, Project Documentation, Logo Design, Project Management, Artificial Intelligence, Branding, Storytelling",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
1825,,," Adobe Illustrator, Adobe Photoshop, Digital Design, Generative AI, Visual Design, Graphic Design, File Management, Presentations, User Interface and User Experience (UI/UX) Design, Design Software, Communication, Image Analysis, Version Control, Prompt Engineering, Project Documentation, Logo Design, Project Management, Artificial Intelligence, Branding, Storytelling",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
1826,,," Adobe Illustrator, Adobe Photoshop, Digital Design, Generative AI, Visual Design, Graphic Design, File Management, Presentations, User Interface and User Experience (UI/UX) Design, Design Software, Communication, Image Analysis, Version Control, Prompt Engineering, Project Documentation, Logo Design, Project Management, Artificial Intelligence, Branding, Storytelling",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
1827,,," Adobe Illustrator, Adobe Photoshop, Digital Design, Generative AI, Visual Design, Graphic Design, File Management, Presentations, User Interface and User Experience (UI/UX) Design, Design Software, Communication, Image Analysis, Version Control, Prompt Engineering, Project Documentation, Logo Design, Project Management, Artificial Intelligence, Branding, Storytelling",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
1828,,," Adobe Illustrator, Adobe Photoshop, Digital Design, Generative AI, Visual Design, Graphic Design, File Management, Presentations, User Interface and User Experience (UI/UX) Design, Design Software, Communication, Image Analysis, Version Control, Prompt Engineering, Project Documentation, Logo Design, Project Management, Artificial Intelligence, Branding, Storytelling",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
1829,,," Adobe Illustrator, Adobe Photoshop, Digital Design, Generative AI, Visual Design, Graphic Design, File Management, Presentations, User Interface and User Experience (UI/UX) Design, Design Software, Communication, Image Analysis, Version Control, Prompt Engineering, Project Documentation, Logo Design, Project Management, Artificial Intelligence, Branding, Storytelling",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
1830,,," Adobe Illustrator, Adobe Photoshop, Digital Design, Generative AI, Visual Design, Graphic Design, File Management, Presentations, User Interface and User Experience (UI/UX) Design, Design Software, Communication, Image Analysis, Version Control, Prompt Engineering, Project Documentation, Logo Design, Project Management, Artificial Intelligence, Branding, Storytelling",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
1831,,," Adobe Illustrator, Adobe Photoshop, Digital Design, Generative AI, Visual Design, Graphic Design, File Management, Presentations, User Interface and User Experience (UI/UX) Design, Design Software, Communication, Image Analysis, Version Control, Prompt Engineering, Project Documentation, Logo Design, Project Management, Artificial Intelligence, Branding, Storytelling",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
1832,,," Adobe Illustrator, Adobe Photoshop, Digital Design, Generative AI, Visual Design, Graphic Design, File Management, Presentations, User Interface and User Experience (UI/UX) Design, Design Software, Communication, Image Analysis, Version Control, Prompt Engineering, Project Documentation, Logo Design, Project Management, Artificial Intelligence, Branding, Storytelling",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
1833,,," Adobe Illustrator, Adobe Photoshop, Digital Design, Generative AI, Visual Design, Graphic Design, File Management, Presentations, User Interface and User Experience (UI/UX) Design, Design Software, Communication, Image Analysis, Version Control, Prompt Engineering, Project Documentation, Logo Design, Project Management, Artificial Intelligence, Branding, Storytelling",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
1834,,," Adobe Illustrator, Adobe Photoshop, Digital Design, Generative AI, Visual Design, Graphic Design, File Management, Presentations, User Interface and User Experience (UI/UX) Design, Design Software, Communication, Image Analysis, Version Control, Prompt Engineering, Project Documentation, Logo Design, Project Management, Artificial Intelligence, Branding, Storytelling",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
1835,,," Adobe Illustrator, Adobe Photoshop, Digital Design, Generative AI, Visual Design, Graphic Design, File Management, Presentations, User Interface and User Experience (UI/UX) Design, Design Software, Communication, Image Analysis, Version Control, Prompt Engineering, Project Documentation, Logo Design, Project Management, Artificial Intelligence, Branding, Storytelling",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
1836,,," Social Studies, Data Collection, Data Security, Analysis, Generative AI, Critical Thinking",,,Beginner Â· Course Â· 1 - 4 Weeks
1837,,," Social Studies, Data Collection, Data Security, Analysis, Generative AI, Critical Thinking",,,Beginner Â· Course Â· 1 - 4 Weeks
1838,,," Social Studies, Data Collection, Data Security, Analysis, Generative AI, Critical Thinking",,,Beginner Â· Course Â· 1 - 4 Weeks
1839,,," Social Studies, Data Collection, Data Security, Analysis, Generative AI, Critical Thinking",,,Beginner Â· Course Â· 1 - 4 Weeks
1840,,," Social Studies, Data Collection, Data Security, Analysis, Generative AI, Critical Thinking",,,Beginner Â· Course Â· 1 - 4 Weeks
1841,,," Social Studies, Data Collection, Data Security, Analysis, Generative AI, Critical Thinking",,,Beginner Â· Course Â· 1 - 4 Weeks
1842,,," Social Studies, Data Collection, Data Security, Analysis, Generative AI, Critical Thinking",,,Beginner Â· Course Â· 1 - 4 Weeks
1843,,," Social Studies, Data Collection, Data Security, Analysis, Generative AI, Critical Thinking",,,Beginner Â· Course Â· 1 - 4 Weeks
1844,,," Social Studies, Data Collection, Data Security, Analysis, Generative AI, Critical Thinking",,,Beginner Â· Course Â· 1 - 4 Weeks
1845,,," Social Studies, Data Collection, Data Security, Analysis, Generative AI, Critical Thinking",,,Beginner Â· Course Â· 1 - 4 Weeks
1846,,," Social Studies, Data Collection, Data Security, Analysis, Generative AI, Critical Thinking",,,Beginner Â· Course Â· 1 - 4 Weeks
1847,,," Social Studies, Data Collection, Data Security, Analysis, Generative AI, Critical Thinking",,,Beginner Â· Course Â· 1 - 4 Weeks
1848,,," Software Development Life Cycle, Cloud Computing Architecture, Computing Platforms, Microsoft Windows, Cloud Computing, Cloud Security, Encryption, Computer Hardware, Cloud Services, Cloud Infrastructure, Cybersecurity, Cyber Attacks, Data Storage, Network Protocols, Software Development, Hardware Troubleshooting, Network Administration, Wireless Networks, General Networking, Programming Principles",,,Beginner Â· Specialization Â· 3 - 6 Months
1849,,," Software Development Life Cycle, Cloud Computing Architecture, Computing Platforms, Microsoft Windows, Cloud Computing, Cloud Security, Encryption, Computer Hardware, Cloud Services, Cloud Infrastructure, Cybersecurity, Cyber Attacks, Data Storage, Network Protocols, Software Development, Hardware Troubleshooting, Network Administration, Wireless Networks, General Networking, Programming Principles",,,Beginner Â· Specialization Â· 3 - 6 Months
1850,,," Software Development Life Cycle, Cloud Computing Architecture, Computing Platforms, Microsoft Windows, Cloud Computing, Cloud Security, Encryption, Computer Hardware, Cloud Services, Cloud Infrastructure, Cybersecurity, Cyber Attacks, Data Storage, Network Protocols, Software Development, Hardware Troubleshooting, Network Administration, Wireless Networks, General Networking, Programming Principles",,,Beginner Â· Specialization Â· 3 - 6 Months
1851,,," Software Development Life Cycle, Cloud Computing Architecture, Computing Platforms, Microsoft Windows, Cloud Computing, Cloud Security, Encryption, Computer Hardware, Cloud Services, Cloud Infrastructure, Cybersecurity, Cyber Attacks, Data Storage, Network Protocols, Software Development, Hardware Troubleshooting, Network Administration, Wireless Networks, General Networking, Programming Principles",,,Beginner Â· Specialization Â· 3 - 6 Months
1852,,," Software Development Life Cycle, Cloud Computing Architecture, Computing Platforms, Microsoft Windows, Cloud Computing, Cloud Security, Encryption, Computer Hardware, Cloud Services, Cloud Infrastructure, Cybersecurity, Cyber Attacks, Data Storage, Network Protocols, Software Development, Hardware Troubleshooting, Network Administration, Wireless Networks, General Networking, Programming Principles",,,Beginner Â· Specialization Â· 3 - 6 Months
1853,,," Software Development Life Cycle, Cloud Computing Architecture, Computing Platforms, Microsoft Windows, Cloud Computing, Cloud Security, Encryption, Computer Hardware, Cloud Services, Cloud Infrastructure, Cybersecurity, Cyber Attacks, Data Storage, Network Protocols, Software Development, Hardware Troubleshooting, Network Administration, Wireless Networks, General Networking, Programming Principles",,,Beginner Â· Specialization Â· 3 - 6 Months
1854,,," Software Development Life Cycle, Cloud Computing Architecture, Computing Platforms, Microsoft Windows, Cloud Computing, Cloud Security, Encryption, Computer Hardware, Cloud Services, Cloud Infrastructure, Cybersecurity, Cyber Attacks, Data Storage, Network Protocols, Software Development, Hardware Troubleshooting, Network Administration, Wireless Networks, General Networking, Programming Principles",,,Beginner Â· Specialization Â· 3 - 6 Months
1855,,," Software Development Life Cycle, Cloud Computing Architecture, Computing Platforms, Microsoft Windows, Cloud Computing, Cloud Security, Encryption, Computer Hardware, Cloud Services, Cloud Infrastructure, Cybersecurity, Cyber Attacks, Data Storage, Network Protocols, Software Development, Hardware Troubleshooting, Network Administration, Wireless Networks, General Networking, Programming Principles",,,Beginner Â· Specialization Â· 3 - 6 Months
1856,,," Software Development Life Cycle, Cloud Computing Architecture, Computing Platforms, Microsoft Windows, Cloud Computing, Cloud Security, Encryption, Computer Hardware, Cloud Services, Cloud Infrastructure, Cybersecurity, Cyber Attacks, Data Storage, Network Protocols, Software Development, Hardware Troubleshooting, Network Administration, Wireless Networks, General Networking, Programming Principles",,,Beginner Â· Specialization Â· 3 - 6 Months
1857,,," Software Development Life Cycle, Cloud Computing Architecture, Computing Platforms, Microsoft Windows, Cloud Computing, Cloud Security, Encryption, Computer Hardware, Cloud Services, Cloud Infrastructure, Cybersecurity, Cyber Attacks, Data Storage, Network Protocols, Software Development, Hardware Troubleshooting, Network Administration, Wireless Networks, General Networking, Programming Principles",,,Beginner Â· Specialization Â· 3 - 6 Months
1858,,," Software Development Life Cycle, Cloud Computing Architecture, Computing Platforms, Microsoft Windows, Cloud Computing, Cloud Security, Encryption, Computer Hardware, Cloud Services, Cloud Infrastructure, Cybersecurity, Cyber Attacks, Data Storage, Network Protocols, Software Development, Hardware Troubleshooting, Network Administration, Wireless Networks, General Networking, Programming Principles",,,Beginner Â· Specialization Â· 3 - 6 Months
1859,,," Software Development Life Cycle, Cloud Computing Architecture, Computing Platforms, Microsoft Windows, Cloud Computing, Cloud Security, Encryption, Computer Hardware, Cloud Services, Cloud Infrastructure, Cybersecurity, Cyber Attacks, Data Storage, Network Protocols, Software Development, Hardware Troubleshooting, Network Administration, Wireless Networks, General Networking, Programming Principles",,,Beginner Â· Specialization Â· 3 - 6 Months
1860,,," Promotional Strategies, Social Media Content, Content Marketing, Social Media Strategy, Social Media Marketing, Creative Design, Target Audience, Marketing Communications, Digital Marketing, Cross-Channel Marketing, Digital Design, Generative AI, Marketing Strategies, Personalized Service, Campaign Management, Content Strategy, Data Ethics, Graphic Design, Advertising, Market Research",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
1861,,," Promotional Strategies, Social Media Content, Content Marketing, Social Media Strategy, Social Media Marketing, Creative Design, Target Audience, Marketing Communications, Digital Marketing, Cross-Channel Marketing, Digital Design, Generative AI, Marketing Strategies, Personalized Service, Campaign Management, Content Strategy, Data Ethics, Graphic Design, Advertising, Market Research",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
1862,,," Promotional Strategies, Social Media Content, Content Marketing, Social Media Strategy, Social Media Marketing, Creative Design, Target Audience, Marketing Communications, Digital Marketing, Cross-Channel Marketing, Digital Design, Generative AI, Marketing Strategies, Personalized Service, Campaign Management, Content Strategy, Data Ethics, Graphic Design, Advertising, Market Research",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
1863,,," Promotional Strategies, Social Media Content, Content Marketing, Social Media Strategy, Social Media Marketing, Creative Design, Target Audience, Marketing Communications, Digital Marketing, Cross-Channel Marketing, Digital Design, Generative AI, Marketing Strategies, Personalized Service, Campaign Management, Content Strategy, Data Ethics, Graphic Design, Advertising, Market Research",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
1864,,," Promotional Strategies, Social Media Content, Content Marketing, Social Media Strategy, Social Media Marketing, Creative Design, Target Audience, Marketing Communications, Digital Marketing, Cross-Channel Marketing, Digital Design, Generative AI, Marketing Strategies, Personalized Service, Campaign Management, Content Strategy, Data Ethics, Graphic Design, Advertising, Market Research",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
1865,,," Promotional Strategies, Social Media Content, Content Marketing, Social Media Strategy, Social Media Marketing, Creative Design, Target Audience, Marketing Communications, Digital Marketing, Cross-Channel Marketing, Digital Design, Generative AI, Marketing Strategies, Personalized Service, Campaign Management, Content Strategy, Data Ethics, Graphic Design, Advertising, Market Research",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
1866,,," Promotional Strategies, Social Media Content, Content Marketing, Social Media Strategy, Social Media Marketing, Creative Design, Target Audience, Marketing Communications, Digital Marketing, Cross-Channel Marketing, Digital Design, Generative AI, Marketing Strategies, Personalized Service, Campaign Management, Content Strategy, Data Ethics, Graphic Design, Advertising, Market Research",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
1867,,," Promotional Strategies, Social Media Content, Content Marketing, Social Media Strategy, Social Media Marketing, Creative Design, Target Audience, Marketing Communications, Digital Marketing, Cross-Channel Marketing, Digital Design, Generative AI, Marketing Strategies, Personalized Service, Campaign Management, Content Strategy, Data Ethics, Graphic Design, Advertising, Market Research",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
1868,,," Promotional Strategies, Social Media Content, Content Marketing, Social Media Strategy, Social Media Marketing, Creative Design, Target Audience, Marketing Communications, Digital Marketing, Cross-Channel Marketing, Digital Design, Generative AI, Marketing Strategies, Personalized Service, Campaign Management, Content Strategy, Data Ethics, Graphic Design, Advertising, Market Research",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
1869,,," Promotional Strategies, Social Media Content, Content Marketing, Social Media Strategy, Social Media Marketing, Creative Design, Target Audience, Marketing Communications, Digital Marketing, Cross-Channel Marketing, Digital Design, Generative AI, Marketing Strategies, Personalized Service, Campaign Management, Content Strategy, Data Ethics, Graphic Design, Advertising, Market Research",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
1870,,," Promotional Strategies, Social Media Content, Content Marketing, Social Media Strategy, Social Media Marketing, Creative Design, Target Audience, Marketing Communications, Digital Marketing, Cross-Channel Marketing, Digital Design, Generative AI, Marketing Strategies, Personalized Service, Campaign Management, Content Strategy, Data Ethics, Graphic Design, Advertising, Market Research",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
1871,,," Promotional Strategies, Social Media Content, Content Marketing, Social Media Strategy, Social Media Marketing, Creative Design, Target Audience, Marketing Communications, Digital Marketing, Cross-Channel Marketing, Digital Design, Generative AI, Marketing Strategies, Personalized Service, Campaign Management, Content Strategy, Data Ethics, Graphic Design, Advertising, Market Research",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
1872,,," Social Media, Typography, Content Creation, Social Media Management, Web Content, Video Editing, Digital Design, Generative AI, Graphic Design, Content Marketing, Logo Design, Content Strategy, Customer Engagement, Adobe Photoshop, Creative Design, Visual Design, Storytelling, Infographics, Color Theory, Branding",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
1873,,," Social Media, Typography, Content Creation, Social Media Management, Web Content, Video Editing, Digital Design, Generative AI, Graphic Design, Content Marketing, Logo Design, Content Strategy, Customer Engagement, Adobe Photoshop, Creative Design, Visual Design, Storytelling, Infographics, Color Theory, Branding",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
